Utility ID,Generator ID
Many,1
Many,1
Many,1
Many,1
Many,1
Many,1
Many,1
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
Many,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,6
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
Many,7
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,60CWS
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
Many,Many
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
5,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
Many,CW
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
1,1C1
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
2,1C2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
